,cik_str,ticker,title,sic,sicDescription,category,entityType,exchanges,fiscalYearEnd,stateOfIncorporation
8069,1403528,OAK-PB,"Oaktree Capital Group, LLC",6282,Investment Advice,Non-accelerated filer,operating,"['NYSE', 'NYSE']",31-12,DE
8070,896076,MGDDF,MICHELIN COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN /FI,8880,American Depositary Receipts,,other,"['OTC', 'OTC']",31-12,I0
8071,1449005,JSCPF,JSR Corp.,0,,,other,"['OTC', 'OTC']",,
8072,1567683,CWEN-A,"Clearway Energy, Inc.",4911,Electric Services,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,DE
8073,1004980,PCG-PB,PG&E Corp,4931,Electric & Other Services Combined,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,CA
8074,1447137,BKGFF,Berkeley Group Holdings plc,0,,,other,"['OTC', 'OTC']",,
8075,18349,SNV-PD,SYNOVUS FINANCIAL CORP,6021,National Commercial Banks,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,GA
8076,1437178,EGFEF,EFG Eurobank Ergasias S.A./ADR,0,,,other,"['OTC', 'OTC']",,
8077,1045450,EPR-PG,EPR PROPERTIES,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
8078,1004980,PCG-PE,PG&E Corp,4931,Electric & Other Services Combined,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,CA
8079,794685,GAB-PG,GABELLI EQUITY TRUST INC,0,,,other,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
8080,1695519,ATGFF,AltaGas Ltd.,1311,Crude Petroleum & Natural Gas,,other,"['OTC', 'OTC', 'OTC']",31-12,Z4
8081,899689,VNORP,VORNADO REALTY TRUST,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'OTC', 'NYSE', 'NYSE']",31-12,MD
8082,1469395,PPENF,Pampa Energy Inc.,4911,Electric Services,Large accelerated filer,other,"['NYSE', 'OTC']",31-12,C1
8083,1685040,BHFAL,"Brighthouse Financial, Inc.",6311,Life Insurance,Large accelerated filer,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq']",13-06,DE
8084,1004980,PCG-PD,PG&E Corp,4931,Electric & Other Services Combined,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,CA
8085,1004980,PCG-PC,PG&E Corp,4931,Electric & Other Services Combined,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,CA
8086,1172494,AUOTY,AU OPTRONICS CORP,3674,Semiconductors & Related Devices,Large Accelerated<br>Well Known Seasoned Issuer,other,['OTC'],,
8087,763901,BPOPO,"POPULAR, INC.",6022,State Commercial Banks,Large accelerated filer,operating,"['Nasdaq', 'OTC', 'Nasdaq']",31-12,
8088,1110452,AFRAF,AIR FRANCE-KLM /FI,4512,"Air Transportation, Scheduled",,other,"['OTC', 'OTC']",31-03,I0
8089,1004980,PCG-PH,PG&E Corp,4931,Electric & Other Services Combined,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,CA
8090,1437774,BZZUF,BUZZI UNICEM S.p.A.,0,,,other,"['OTC', 'OTC']",,
8091,1792627,TKAYF,Just Eat Takeaway.com N.V.,7389,"Services-Business Services, NEC",Non-accelerated filer,other,"['OTC', 'OTC']",31-12,P7
8092,1378239,GAERF,Central North Airport Group,4581,"Airports, Flying Fields & Airport Terminal Services",Large accelerated filer,other,"['Nasdaq', 'OTC']",31-12,O5
8093,1090633,IIJIF,INTERNET INITIATIVE JAPAN INC,7370,"Services-Computer Programming, Data Processing, Etc.",Large Accelerated,other,"['OTC', 'OTC']",31-03,
8094,1004980,PCG-PG,PG&E Corp,4931,Electric & Other Services Combined,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,CA
8095,1412558,EVOTF,Evotec SE,2834,Pharmaceutical Preparations,Large accelerated filer,other,"['Nasdaq', 'OTC']",31-12,2M
8096,1214816,AXS-PE,AXIS CAPITAL HOLDINGS LTD,6331,"Fire, Marine & Casualty Insurance",Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,
8097,936340,DTW,DTE ENERGY CO,4911,Electric Services,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MI
8098,871459,DFILF,DAIRY FARM INTERNATIONAL HOLDINGS LTD /FI,0,,,other,"['OTC', 'OTC']",,
8099,310522,FNMAS,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8100,1126956,SR-PA,SPIRE INC,4924,Natural Gas Distribution,Large accelerated filer,operating,"['NYSE', 'NYSE', 'OTC']",30-09,MO
8101,1546354,DFRYF,Dufry AG/ADR,8880,American Depositary Receipts,,other,"['OTC', 'OTC']",,
8102,1004980,PCG-PI,PG&E Corp,4931,Electric & Other Services Combined,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,CA
8103,1792045,THNPY,Technip Energies N.V.,8711,Services-Engineering Services,Non-accelerated filer,other,"['OTC', 'OTC']",31-12,P7
8104,910073,NYCB-PA,NEW YORK COMMUNITY BANCORP INC,6036,"Savings Institutions, Not Federally Chartered",Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,DE
8105,1671750,DISPF,Disco Corporation/ADR,0,,,other,"['OTC', 'OTC']",,
8106,1032033,SLMBP,SLM Corp,6141,Personal Credit Institutions,Large accelerated filer,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
8107,1571283,REXR-PB,"Rexford Industrial Realty, Inc.",6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,MD
8108,310522,FNMAH,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8109,310522,FNMFN,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8110,1308606,SRC-PA,"SPIRIT REALTY CAPITAL, INC.",6512,Opeators of  Nonresidential Buildings,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,MD
8111,1792045,THNPF,Technip Energies N.V.,8711,Services-Engineering Services,Non-accelerated filer,other,"['OTC', 'OTC']",31-12,P7
8112,803649,EQC-PD,Equity Commonwealth,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,MD
8113,720672,SF-PB,STIFEL FINANCIAL CORP,6211,"Security Brokers, Dealers & Flotation Companies",Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,DE
8114,1685040,BHFAP,"Brighthouse Financial, Inc.",6311,Life Insurance,Large accelerated filer,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq']",13-06,DE
8115,310522,FNMAJ,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8116,1023514,HGMCF,HARMONY GOLD MINING CO LTD,1040,Gold and Silver Ores,Large accelerated filer,other,"['NYSE', 'OTC']",30-06,
8117,1447945,ASMVF,ASM Pacific Technology Ltd.,0,,,other,"['OTC', 'OTC']",31-12,E9
8118,1487712,AL-PA,AIR LEASE CORP,7359,"Services-Equipment Rental & Leasing, NEC",Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,DE
8119,1492074,ABCZF,Abcam plc,2836,"Biological Products, (No Diagnostic Substances)",Large accelerated filer,other,"['Nasdaq', 'OTC']",31-12,X0
8120,1336917,UA,"Under Armour, Inc.",2300,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-03,MD
8121,1363829,ESGRO,Enstar Group LTD,6331,"Fire, Marine & Casualty Insurance",Large accelerated filer,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,D0
8122,1792627,JTKWY,Just Eat Takeaway.com N.V.,7389,"Services-Business Services, NEC",Non-accelerated filer,other,"['OTC', 'OTC']",31-12,P7
8123,1012019,RUSHB,RUSH ENTERPRISES INC TX,5500,Retail-Auto Dealers & Gasoline Stations,Large accelerated filer,operating,"['Nasdaq', 'Nasdaq']",31-12,TX
8124,1465740,TWO-PC,TWO HARBORS INVESTMENT CORP.,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
8125,1110805,NS-PB,NuStar Energy L.P.,4610,Pipe Lines (No Natural Gas),Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,DE
8126,1015328,WTFCM,WINTRUST FINANCIAL CORP,6022,State Commercial Banks,Large accelerated filer,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,IL
8127,1062750,SAPMY,SAIPEM S P A /FI,0,,,other,"['OTC', 'OTC', 'OTC']",,
8128,1062750,SAPMF,SAIPEM S P A /FI,0,,,other,"['OTC', 'OTC', 'OTC']",,
8129,1409493,CIM-PB,CHIMERA INVESTMENT CORP,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
8130,1409493,CIM-PD,CHIMERA INVESTMENT CORP,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
8131,1110805,NS-PA,NuStar Energy L.P.,4610,Pipe Lines (No Natural Gas),Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,DE
8132,67887,MOG-B,MOOG INC.,3590,Misc Industrial & Commercial Machinery & Equipment,Large accelerated filer,operating,"['NYSE', 'NYSE']",30-09,NY
8133,1363829,ESGRP,Enstar Group LTD,6331,"Fire, Marine & Casualty Insurance",Large accelerated filer,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,D0
8134,37808,FNB-PE,FNB CORP/PA/,6021,National Commercial Banks,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,PA
8135,1446694,SHWDF,Showa Denko K.K./ADR,8880,American Depositary Receipts,,other,"['OTC', 'OTC']",,
8136,1001082,DISH,DISH Network CORP,4841,Cable & Other Pay Television Services,Large accelerated filer,operating,['Nasdaq'],31-12,NV
8137,78814,PBI-PB,PITNEY BOWES INC /DE/,3579,"Office Machines, NEC",Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,DE
8138,908732,SPTJF,SINOPEC SHANGHAI PETROCHEMICAL CO LTD,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",Large accelerated filer,other,['OTC'],31-12,
8139,1465740,TWO-PB,TWO HARBORS INVESTMENT CORP.,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
8140,1465740,TWO-PA,TWO HARBORS INVESTMENT CORP.,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
8141,43920,GEF-B,"GREIF, INC",3412,"Metal Shipping Barrels, Drums, Kegs & Pails",Large accelerated filer,operating,"['NYSE', 'NYSE']",31-10,DE
8142,1742924,LTHM,Livent Corp.,2800,Chemicals & Allied Products,Large accelerated filer,operating,['NYSE'],31-12,DE
8143,11544,WRB-PE,BERKLEY W R CORP,6331,"Fire, Marine & Casualty Insurance",Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,DE
8144,801337,WBS-PF,WEBSTER FINANCIAL CORP,6021,National Commercial Banks,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,DE
8145,1409493,CIM-PC,CHIMERA INVESTMENT CORP,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
8146,714310,VLYPO,VALLEY NATIONAL BANCORP,6021,National Commercial Banks,Large accelerated filer,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,NJ
8147,1511337,RLJ-PA,RLJ Lodging Trust,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,MD
8148,1474098,PEB-PF,Pebblebrook Hotel Trust,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
8149,932470,TCMFF,TELECOM ARGENTINA SA,4813,Telephone Communications (No Radiotelephone),Accelerated filer,other,"['NYSE', 'OTC']",31-12,
8150,1474098,PEB-PE,Pebblebrook Hotel Trust,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
8151,1409493,CIM-PA,CHIMERA INVESTMENT CORP,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,MD
8152,1055160,MFA-PB,"MFA FINANCIAL, INC.",6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,MD
8153,1592438,ROYMF,Royal Mail plc/ADR,0,,,other,"['OTC', 'OTC']",31-12,X0
8154,357294,HOVNP,HOVNANIAN ENTERPRISES INC,1531,Operative Builders,Accelerated filer,operating,"['NYSE', 'Nasdaq', 'OTC']",31-10,DE
8155,1380366,GGNDF,GN STORE NORD A/S,0,,,other,"['OTC', 'OTC']",,
8156,99614,TY-P,TRI-CONTINENTAL CORP,0,,,other,"['NYSE', 'NYSE']",31-12,MD
8157,7789,ASB-PE,ASSOCIATED BANC-CORP,6022,State Commercial Banks,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,WI
8158,1012139,GNGYF,GUANGSHEN RAILWAY CO LTD,4011,"Railroads, Line-Haul Operating",Large accelerated filer,other,['OTC'],31-12,
8159,1144800,TNSSF,TRANSALTA CORP,4911,Electric Services,,other,"['NYSE', 'OTC', 'OTC']",31-12,
8160,1648257,HMDCF,HUTCHMED (China) Ltd,2834,Pharmaceutical Preparations,Large accelerated filer,other,"['Nasdaq', 'OTC']",,E9
8161,714310,VLYPP,VALLEY NATIONAL BANCORP,6021,National Commercial Banks,Large accelerated filer,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq']",31-12,NJ
8162,1712184,LILAB,Liberty Latin America Ltd.,4841,Cable & Other Pay Television Services,Large accelerated filer,operating,"['Nasdaq', 'OTC', 'Nasdaq']",31-12,D0
8163,1421876,GLPGF,GALAPAGOS NV,2834,Pharmaceutical Preparations,Large accelerated filer,other,"['Nasdaq', 'OTC']",,
8164,1958140,BATRK,"Atlanta Braves Holdings, Inc.",7900,Services-Amusement & Recreation Services,<br>Emerging growth company,operating,"['Nasdaq', 'OTC', 'Nasdaq']",31-12,NV
8165,310522,FNMAM,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8166,92108,SOCGP,SOUTHERN CALIFORNIA GAS CO,4922,Natural Gas Transmission,,operating,"['OTC', 'OTC']",31-12,CA
8167,18654,AILLI,Ameren Illinois Co,4931,Electric & Other Services Combined,,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,IL
8168,925261,AKO-B,ANDINA BOTTLING CO INC,2086,Bottled & Canned Soft Drinks & Carbonated Waters,Large accelerated filer,other,"['NYSE', 'NYSE']",31-12,
8169,1110805,NS-PC,NuStar Energy L.P.,4610,Pipe Lines (No Natural Gas),Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,DE
8170,887733,CENTA,CENTRAL GARDEN & PET CO,5190,Wholesale-Miscellaneous Nondurable Goods,Large accelerated filer,operating,"['Nasdaq', 'Nasdaq']",28-09,DE
8171,1618563,NSA-PA,National Storage Affiliates Trust,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,MD
8172,1958140,BATRB,"Atlanta Braves Holdings, Inc.",7900,Services-Amusement & Recreation Services,<br>Emerging growth company,operating,"['Nasdaq', 'OTC', 'Nasdaq']",31-12,NV
8173,929351,LGF-B,LIONS GATE ENTERTAINMENT CORP /CN/,7812,Services-Motion Picture & Video Tape Production,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-03,A1
8174,107815,WELPP,WISCONSIN ELECTRIC POWER CO,4911,Electric Services,Non-accelerated filer,operating,"['OTC', 'OTC']",31-12,WI
8175,1628063,SRG-PA,Seritage Growth Properties,6500,Real Estate,Accelerated filer,operating,"['NYSE', 'NYSE']",31-12,MD
8176,1592651,LNZNF,Lenzing AG/ADR,0,,,other,"['OTC', 'OTC']",,
8177,18654,AILLM,Ameren Illinois Co,4931,Electric & Other Services Combined,,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,IL
8178,18654,AILLN,Ameren Illinois Co,4931,Electric & Other Services Combined,,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,IL
8179,1660734,TRTN-PA,Triton International Ltd,7359,"Services-Equipment Rental & Leasing, NEC",Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,D0
8180,894315,SITC-PA,SITE Centers Corp.,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,OH
8181,310522,FNMAN,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8182,98677,TROLB,TOOTSIE ROLL INDUSTRIES INC,2060,Sugar & Confectionery Products,Large accelerated filer,operating,"['NYSE', 'OTC']",31-12,VA
8183,18654,AILIM,Ameren Illinois Co,4931,Electric & Other Services Combined,,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,IL
8184,310522,FNMAI,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8185,1543726,NHNKF,Nihon Kohden Corporation/ADR,8880,American Depositary Receipts,,other,"['OTC', 'OTC']",,
8186,1770561,CODQL,Coronado Global Resources Inc.,1220,Silver Ores,Large accelerated filer,operating,['OTC'],31-12,DE
8187,18654,AILLO,Ameren Illinois Co,4931,Electric & Other Services Combined,,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,IL
8188,1504461,NGL-PB,NGL Energy Partners LP,4922,Natural Gas Transmission,Accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE']",31-03,DE
8189,910108,LXP-PC,LXP Industrial Trust,6798,Real Estate Investment Trusts,Large accelerated filer,operating,"['NYSE', 'NYSE']",31-12,MD
8190,1683252,TKCM,TOKEN COMMUNITIES LTD.,7374,Services-Computer Processing & Data Preparation,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['OTC'],30-06,DE
8191,310522,FNMAT,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8192,18654,AILIN,Ameren Illinois Co,4931,Electric & Other Services Combined,,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,IL
8193,310522,FNMAK,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8194,1110805,NSS,NuStar Energy L.P.,4610,Pipe Lines (No Natural Gas),Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,DE
8195,1026214,FMCCG,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8196,310522,FNMAL,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8197,845877,AGM-A,FEDERAL AGRICULTURAL MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies,Large accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE', 'NYSE']",31-12,
8198,310522,FNMFM,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8199,1026214,FMCCI,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8200,1026214,FMCCJ,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8201,18654,AILLP,Ameren Illinois Co,4931,Electric & Other Services Combined,,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,IL
8202,1026214,FMCKI,FEDERAL HOME LOAN MORTGAGE CORP,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8203,107140,WLYB,"JOHN WILEY & SONS, INC.",2731,Books: Publishing or  Publishing & Printing,Large accelerated filer,operating,"['NYSE', 'NYSE']",30-04,NY
8204,310522,FNMAO,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8205,310522,FNMAG,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8206,310522,FNMFO,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,Accelerated filer,operating,"['OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC', 'OTC']",31-12,
8207,912892,GRPFF,"GRUPO TELEVISA, S.A.B.",4833,Television Broadcasting Stations,Large accelerated filer,other,"['NYSE', 'OTC']",31-12,
8208,1437071,IVR-PC,Invesco Mortgage Capital Inc.,6798,Real Estate Investment Trusts,Accelerated filer,operating,"['NYSE', 'NYSE', 'NYSE']",31-12,MD
8209,1829948,CIXXF,CI Financial Corp.,6282,Investment Advice,,other,['OTC'],31-12,A6
8210,1642365,ALTB,Alpine Auto Brokers Inc.,5990,"Retail-Retail Stores, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NY
